Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ETHNICITY,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR15476215,not collected,AMPLICON,6140,217165157,not applicable,PRJNA754842,SAMN20808039,Human,61301336,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not collected,SRX11776619,Sequel II,NA17252,m64123_210408_050021_NA17252_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,NA17252,not collected,SRP332705,blood
SRR15476216,not collected,AMPLICON,7403,3249954,not applicable,PRJNA754842,SAMN20808039,Human,1434188,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not collected,SRX11776618,Sequel,NA17252,m54042_190909_040702_NA17252_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17252,not collected,SRP332705,blood
SRR15476217,not collected,AMPLICON,5942,8468534,not applicable,PRJNA754842,SAMN20808039,Human,3141368,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not collected,SRX11776617,Sequel,NA17252,m54042_190909_040702_NA17252_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17252,not collected,SRP332705,blood
SRR15476218,not collected,AMPLICON,7477,2482565,not applicable,PRJNA754842,SAMN20808038,Human,1172129,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not collected,SRX11776616,Sequel,NA17246,m54042_190909_040702_NA17246_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17246,not collected,SRP332705,blood
SRR15476219,not collected,AMPLICON,7200,1202465,not applicable,PRJNA754842,SAMN20807713,Human,656308,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776615,Sequel,AR-039,m54042_190926_081310_AR-039_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-039,not collected,SRP332705,blood
SRR15476220,not collected,AMPLICON,6047,9398138,not applicable,PRJNA754842,SAMN20808038,Human,3458551,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not collected,SRX11776614,Sequel,NA17246,m54042_190909_040702_NA17246_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17246,not collected,SRP332705,blood
SRR15476221,not collected,AMPLICON,7392,1692872,not applicable,PRJNA754842,SAMN20808037,Human,825260,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not collected,SRX11776613,Sequel,NA17203,m54042_190909_040702_NA17203_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17203,not collected,SRP332705,blood
SRR15476222,not collected,AMPLICON,5947,6601396,not applicable,PRJNA754842,SAMN20808037,Human,2443076,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not collected,SRX11776612,Sequel,NA17203,m54042_190909_040702_NA17203_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17203,not collected,SRP332705,blood
SRR15476223,not collected,AMPLICON,7614,7279905,not applicable,PRJNA754842,SAMN20808036,Human,2562383,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not collected,SRX11776611,Sequel II,NA17058,m64123_210408_050021_NA17058_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17058,not collected,SRP332705,blood
SRR15476224,not collected,AMPLICON,6150,14866531,not applicable,PRJNA754842,SAMN20808036,Human,4312780,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not collected,SRX11776610,Sequel II,NA17058,m64123_210408_050021_NA17058_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17058,not collected,SRP332705,blood
SRR15476225,not collected,AMPLICON,7340,154141,not applicable,PRJNA754842,SAMN20808035,Human,220601,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not collected,SRX11776609,Sequel II,NA17052,m64123_210408_050021_NA17052_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17052,not collected,SRP332705,blood
SRR15476226,not collected,AMPLICON,6233,3172673,not applicable,PRJNA754842,SAMN20808035,Human,1100619,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not collected,SRX11776608,Sequel II,NA17052,m64123_210408_050021_NA17052_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17052,not collected,SRP332705,blood
SRR15476227,not collected,AMPLICON,6104,48832,not applicable,PRJNA754842,SAMN20808035,Human,163164,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not collected,SRX11776607,Sequel,NA17052,m54042_190909_040702_NA17052_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA17052,not collected,SRP332705,blood
SRR15476228,not collected,AMPLICON,7425,1722718,not applicable,PRJNA754842,SAMN20808034,Human,890215,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not collected,SRX11776606,Sequel,NA12244,m54042_190909_040702_NA12244_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA12244,not collected,SRP332705,blood
SRR15476229,not collected,AMPLICON,6062,13161384,not applicable,PRJNA754842,SAMN20808034,Human,4840579,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not collected,SRX11776605,Sequel,NA12244,m54042_190909_040702_NA12244_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA12244,not collected,SRP332705,blood
SRR15476230,not collected,AMPLICON,5688,15534218,not applicable,PRJNA754842,SAMN20807713,Human,5937579,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776604,Sequel,AR-039,m54042_190926_081310_AR-039_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-039,not collected,SRP332705,blood
SRR15476231,not collected,AMPLICON,7300,1270290,not applicable,PRJNA754842,SAMN20808033,Human,654694,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not collected,SRX11776603,Sequel,NA10005,m54042_190909_040702_NA10005_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA10005,not collected,SRP332705,blood
SRR15476232,not collected,AMPLICON,5917,8965211,not applicable,PRJNA754842,SAMN20808033,Human,3207198,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not collected,SRX11776602,Sequel,NA10005,m54042_190909_040702_NA10005_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA10005,not collected,SRP332705,blood
SRR15476233,not collected,AMPLICON,7432,4830827,not applicable,PRJNA754842,SAMN20808032,Human,1764998,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not collected,SRX11776601,Sequel II,NA07439,m64123_210408_050021_NA07439_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA07439,not collected,SRP332705,blood
SRR15476234,not collected,AMPLICON,6142,32936282,not applicable,PRJNA754842,SAMN20808032,Human,9361180,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not collected,SRX11776600,Sequel II,NA07439,m64123_210408_050021_NA07439_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA07439,not collected,SRP332705,blood
SRR15476235,not collected,AMPLICON,6198,675611,not applicable,PRJNA754842,SAMN20808032,Human,447040,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not collected,SRX11776599,Sequel,NA07439,m54042_190909_040702_NA07439_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA07439,not collected,SRP332705,blood
SRR15476236,not collected,AMPLICON,5964,10247022,not applicable,PRJNA754842,SAMN20808032,Human,3693755,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not collected,SRX11776598,Sequel,NA07439,m54042_190909_040702_NA07439_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,NA07439,not collected,SRP332705,blood
SRR15476237,not collected,AMPLICON,7481,1376580,not applicable,PRJNA754842,SAMN20808031,Human,614316,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776597,Sequel II,AR-383,m64123_210408_050021_AR-383_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-383,not collected,SRP332705,blood
SRR15476238,not collected,AMPLICON,6268,6387818,not applicable,PRJNA754842,SAMN20808031,Human,2045867,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776596,Sequel II,AR-383,m64123_210408_050021_AR-383_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-383,not collected,SRP332705,blood
SRR15476239,not collected,AMPLICON,6126,1709232,not applicable,PRJNA754842,SAMN20807973,Human,927323,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776595,Sequel,AR-320,m54042_191116_205646_AR-320_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-320,not collected,SRP332705,blood
SRR15476240,not collected,AMPLICON,7559,355311,not applicable,PRJNA754842,SAMN20807972,Human,328064,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776594,Sequel,AR-319,m54042_191116_205646_AR-319_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-319,not collected,SRP332705,blood
SRR15476241,not collected,AMPLICON,6113,2475772,not applicable,PRJNA754842,SAMN20807972,Human,1275238,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776593,Sequel,AR-319,m54042_191116_205646_AR-319_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-319,not collected,SRP332705,blood
SRR15476242,not collected,AMPLICON,7545,294268,not applicable,PRJNA754842,SAMN20807971,Human,307968,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776592,Sequel,AR-318,m54042_191116_205646_AR-318_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-318,not collected,SRP332705,blood
SRR15476243,not collected,AMPLICON,6126,1887047,not applicable,PRJNA754842,SAMN20807971,Human,1022176,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776591,Sequel,AR-318,m54042_191116_205646_AR-318_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-318,not collected,SRP332705,blood
SRR15476244,not collected,AMPLICON,7521,481397,not applicable,PRJNA754842,SAMN20807970,Human,414930,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776590,Sequel,AR-317,m54042_191116_205646_AR-317_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-317,not collected,SRP332705,blood
SRR15476245,not collected,AMPLICON,6127,2683844,not applicable,PRJNA754842,SAMN20807970,Human,1289958,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776589,Sequel,AR-317,m54042_191116_205646_AR-317_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-317,not collected,SRP332705,blood
SRR15476246,not collected,AMPLICON,7449,826943,not applicable,PRJNA754842,SAMN20807706,Human,729727,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776588,Sequel,AR-032,m54042_190927_043336_AR-032_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-032,not collected,SRP332705,blood
SRR15476247,not collected,AMPLICON,6966,222923,not applicable,PRJNA754842,SAMN20807969,Human,273062,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776587,Sequel,AR-316,m54042_191116_205646_AR-316_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-316,not collected,SRP332705,blood
SRR15476248,not collected,AMPLICON,6121,2430160,not applicable,PRJNA754842,SAMN20807969,Human,1241853,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776586,Sequel,AR-316,m54042_191116_205646_AR-316_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-316,not collected,SRP332705,blood
SRR15476249,not collected,AMPLICON,7529,323782,not applicable,PRJNA754842,SAMN20807968,Human,358421,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776585,Sequel,AR-315,m54042_191116_205646_AR-315_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-315,not collected,SRP332705,blood
SRR15476250,not collected,AMPLICON,6126,3002229,not applicable,PRJNA754842,SAMN20807968,Human,1497445,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776584,Sequel,AR-315,m54042_191116_205646_AR-315_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-315,not collected,SRP332705,blood
SRR15476251,not collected,AMPLICON,7522,240728,not applicable,PRJNA754842,SAMN20807967,Human,288637,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776583,Sequel,AR-314,m54042_191116_205646_AR-314_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-314,not collected,SRP332705,blood
SRR15476252,not collected,AMPLICON,6123,1622610,not applicable,PRJNA754842,SAMN20807967,Human,848125,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776582,Sequel,AR-314,m54042_191116_205646_AR-314_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-314,not collected,SRP332705,blood
SRR15476253,not collected,AMPLICON,7496,344857,not applicable,PRJNA754842,SAMN20807966,Human,323389,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776581,Sequel,AR-312,m54042_191116_205646_AR-312_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-312,not collected,SRP332705,blood
SRR15476254,not collected,AMPLICON,6124,2988520,not applicable,PRJNA754842,SAMN20807966,Human,1483504,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776580,Sequel,AR-312,m54042_191116_205646_AR-312_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-312,not collected,SRP332705,blood
SRR15476255,not collected,AMPLICON,7633,458038,not applicable,PRJNA754842,SAMN20807965,Human,421768,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776579,Sequel,AR-311,m54042_191116_205646_AR-311_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-311,not collected,SRP332705,blood
SRR15476256,not collected,AMPLICON,6122,2124586,not applicable,PRJNA754842,SAMN20807965,Human,1090655,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776578,Sequel,AR-311,m54042_191116_205646_AR-311_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-311,not collected,SRP332705,blood
SRR15476257,not collected,AMPLICON,6100,7735426,not applicable,PRJNA754842,SAMN20807706,Human,4853687,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776577,Sequel,AR-032,m54042_190927_043336_AR-032_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-032,not collected,SRP332705,blood
SRR15476258,not collected,AMPLICON,6186,10312942,not applicable,PRJNA754842,SAMN20807679,Human,3167293,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776576,Sequel II,AR-004,m64123_210408_050021_AR-004_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-004,not collected,SRP332705,blood
SRR15476259,not collected,AMPLICON,7558,317444,not applicable,PRJNA754842,SAMN20807964,Human,315625,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776575,Sequel,AR-310,m54042_191116_205646_AR-310_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-310,not collected,SRP332705,blood
SRR15476260,not collected,AMPLICON,6082,1745814,not applicable,PRJNA754842,SAMN20807964,Human,933608,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776574,Sequel,AR-310,m54042_191116_205646_AR-310_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-310,not collected,SRP332705,blood
SRR15476261,not collected,AMPLICON,7605,745320,not applicable,PRJNA754842,SAMN20807963,Human,495621,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776573,Sequel,AR-309,m54042_191116_205646_AR-309_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-309,not collected,SRP332705,blood
SRR15476262,not collected,AMPLICON,6117,2336812,not applicable,PRJNA754842,SAMN20807963,Human,1225154,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776572,Sequel,AR-309,m54042_191116_205646_AR-309_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-309,not collected,SRP332705,blood
SRR15476263,not collected,AMPLICON,7419,341279,not applicable,PRJNA754842,SAMN20807962,Human,343601,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776571,Sequel,AR-308,m54042_191116_205646_AR-308_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-308,not collected,SRP332705,blood
SRR15476264,not collected,AMPLICON,6120,2649997,not applicable,PRJNA754842,SAMN20807962,Human,1329019,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776570,Sequel,AR-308,m54042_191116_205646_AR-308_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-308,not collected,SRP332705,blood
SRR15476265,not collected,AMPLICON,7584,485387,not applicable,PRJNA754842,SAMN20807961,Human,432042,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776569,Sequel,AR-307,m54042_191116_205646_AR-307_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-307,not collected,SRP332705,blood
SRR15476266,not collected,AMPLICON,6127,1691116,not applicable,PRJNA754842,SAMN20807961,Human,896575,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776568,Sequel,AR-307,m54042_191116_205646_AR-307_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-307,not collected,SRP332705,blood
SRR15476267,not collected,AMPLICON,7483,329267,not applicable,PRJNA754842,SAMN20807960,Human,335970,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776567,Sequel,AR-306,m54042_191116_205646_AR-306_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-306,not collected,SRP332705,blood
SRR15476268,not collected,AMPLICON,6126,2309537,not applicable,PRJNA754842,SAMN20807960,Human,1141589,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776566,Sequel,AR-306,m54042_191116_205646_AR-306_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-306,not collected,SRP332705,blood
