sample,gene,truth_1,truth_2,infer_1,infer_2
HG02060,TRBV28,01,01,TRBV28*01,TRBV28*01
HG02060,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
HG02060,TRBD1,01,01,TRBD1*01,TRBD1*01
HG02060,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
HG02060,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
HG02060,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
HG02060,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
HG02060,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
HG02060,TRBJ1-6,01,02,TRBJ1-6*02,TRBJ1-6*01
HG02060,TRBJ2-1,01,01,NA,NA
HG02060,TRBJ2-2,01,01,NA,NA
HG02060,TRBV30,01,01,TRBV30*01,TRBV30*01
HG02061,TRAV1-1,01,01,TRAV1-1*01,TRAV1-1*01
HG02061,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
HG02061,TRAV2,01,01,TRAV2*01,TRAV2*01
HG02061,TRAV3,01,01,TRAV3*01,TRAV3*01
HG02061,TRAV4,01,01,TRAV4*01,TRAV4*01
HG02061,TRAV5,01,01,TRAV5*01,TRAV5*01
HG02061,TRAV6,02,02,TRAV6*02,TRAV6*02
HG02061,TRAV7,01,01,TRAV7*01,TRAV7*01
HG02061,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
HG02061,TRAV9-1,01,01,TRAV9-1*01,TRAV9-1*01
HG02061,TRAV10,01,01,TRAV10*01,TRAV10*01
HG02061,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
HG02061,TRAV8-2,01,N_165,TRAV8-2*03,TRAV8-2*01
HG02061,TRAV8-3,01,02,TRAV8-3*02,TRAV8-3*01
HG02061,TRAV13-1,02,02,TRAV13-1*02,TRAV13-1*02
HG02061,TRAV12-2,01,03,TRAV12-2*01,TRAV12-2*03
HG02061,TRAV8-4,01,N_167,TRAV8-4*01,TRAV8-4*01
HG02061,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
HG02061,TRAV9-2,01,N_168,TRAV9-2*03,TRAV9-2*01
HG02061,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
HG02061,TRAV8-6,02,02,TRAV8-6*02,TRAV8-6*02
HG02061,TRAV16,01,01,TRAV16*01,TRAV16*01
HG02061,TRAV17,01,01,TRAV17*01,TRAV17*01
HG02061,TRAV18,01,01,TRAV18*01,TRAV18*01
HG02061,TRAV19,01,01,TRAV19*01,TRAV19*01
HG02061,TRAV20,02,02,TRAV20*02,TRAV20*02
HG02061,TRAV21,02,02,TRAV21*02,TRAV21*02
HG02061,TRAV22,01,01,TRAV22*01,TRAV22*01
HG02061,TRAV24,01,01,TRAV24*01,TRAV24*01
HG02061,TRAV25,01,01,TRAV25*01,TRAV25*01
HG02061,TRAV26-1,01,01,TRAV26-1*01,TRAV26-1*01
HG02061,TRAV8-7,02,02,TRAV8-7*02,TRAV8-7*02
HG02061,TRAV27,01,N_108,TRAV27*01,TRAV27*01
HG02061,TRAV30,01,N_188,TRAV30*01,TRAV30*05
HG02061,TRAV26-2,01,N_189,TRAV26-2*01,TRAV26-2*01
HG02061,TRAV34,01,01,TRAV34*01,TRAV34*01
HG02061,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
HG02061,TRAV39,01,01,TRAV39*01,TRAV39*01
HG02061,TRAV40,01,01,TRAV40*01,TRAV40*01
HG02061,TRAV41,01,01,TRAV41*01,TRAV41*01
HG02061,TRDV2,03,03,TRDV2*03,TRDV2*03
HG02061,TRDD1,01,01,TRDD1*01,TRDD1*01
HG02061,TRDD2,01,01,TRDD2*01,TRDD2*01
HG02061,TRDD3,01,01,TRDD3*01,TRDD3*01
HG02061,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
HG02061,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
HG02061,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
HG02061,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
HG02061,TRDV3,01,01,TRDV3*01,TRDV3*01
HG02061,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
HG02061,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
HG02061,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
HG02061,TRAJ57,01,01,TRAJ57*01,TRAJ57*01
HG02061,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
HG02061,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
HG02061,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
HG02061,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
HG02061,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
HG02061,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
HG02061,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
HG02061,TRAJ47,02,02,TRAJ47*02,TRAJ47*02
HG02061,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
HG02061,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
HG02061,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
HG02061,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
HG02061,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
HG02061,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
HG02061,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
HG02061,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
HG02061,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
HG02061,TRAJ37,02,02,TRAJ37*02,TRAJ37*02
HG02061,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
HG02061,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
HG02061,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
HG02061,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
HG02061,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
HG02061,TRAJ31,01,M_9,TRAJ31*01,TRAJ31*01
HG02061,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
HG02061,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
HG02061,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
HG02061,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
HG02061,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
HG02061,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
HG02061,TRAJ24,02,03,TRAJ24*03,TRAJ24*02
HG02061,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
HG02061,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
HG02061,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
HG02061,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
HG02061,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
HG02061,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
HG02061,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
HG02061,TRAJ16,02,02,TRAJ16*02,TRAJ16*02
HG02061,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
HG02061,TRAJ13,02,02,TRAJ13*02,TRAJ13*02
HG02061,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
HG02061,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
HG02061,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
HG02061,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
HG02061,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
HG02061,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
HG02061,TRAJ5,01,M_10,TRAJ5*01,TRAJ5*01
HG02061,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
HG02061,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
HG02061,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
HG02061,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
HG02061,TRBV2,01,01,TRBV2*01,TRBV2*01
HG02061,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
HG02061,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
HG02061,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
HG02061,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
HG02061,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
HG02061,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
HG02061,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
HG02061,TRBV7-2,01,02,TRBV7-2*01,TRBV7-2*02
HG02061,TRBV6-4,01,02,TRBV6-4*02,TRBV6-4*01
HG02061,TRBV7-3,01,03,TRBV7-3*03,TRBV7-3*01
HG02061,TRBV5-3,01,02,TRBV5-3*02,TRBV5-3*01
HG02061,TRBV9,01,02,TRBV9*02,TRBV9*01
HG02061,TRBV10-1,01,02,TRBV10-1*02,TRBV10-1*01
HG02061,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
HG02061,TRBV10-2,01,02,TRBV10-2*02,TRBV10-2*01
HG02061,TRBV11-2,01,03,TRBV11-2*01,TRBV11-2*03
HG02061,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
HG02061,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
HG02061,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
HG02061,TRBV6-6,01,02,TRBV6-6*02,TRBV6-6*02
HG02061,TRBV5-5,01,02,TRBV5-5*01,TRBV5-5*02
HG02061,TRBV6-7,01,01,TRBV6-7*01,TRBV6-7*01
HG02061,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
HG02061,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
HG02061,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
HG02061,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
HG02061,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
HG02061,TRBV7-9,01,N_181,TRBV7-9*01,TRBV7-9*01
HG02061,TRBV13,01,01,TRBV13*01,TRBV13*01
HG02061,TRBV10-3,01,02,TRBV10-3*01,TRBV10-3*02
HG02061,TRBV11-3,01,01,TRBV11-3*01,TRBV11-3*01
HG02061,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
HG02061,TRBV12-4,01,01,TRBV12-4*01,TRBV12-4*01
HG02061,TRBV12-5,N_183,N_160,TRBV12-5*01,TRBV12-5*01
HG02061,TRBV14,01,01,TRBV14*01,TRBV14*01
HG02061,TRBV15,02,02,TRBV15*02,TRBV15*02
HG02061,TRBV16,01,01,TRBV16*01,TRBV16*01
HG02061,TRBV17,01,02,TRBV17*02,TRBV17*01
HG02061,TRBV18,01,01,TRBV18*01,TRBV18*01
HG02061,TRBV19,01,01,TRBV19*01,TRBV19*01
HG02061,TRBV20-1,01,02,TRBV20-1*02,TRBV20-1*02
HG02061,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
HG02061,TRBV24-1,01,01,TRBV24-1*01,TRBV24-1*01
HG02061,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
HG02061,TRBV27,01,01,TRBV27*01,TRBV27*01
HG02061,TRBV28,01,01,TRBV28*01,TRBV28*01
HG02061,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
HG02061,TRBD1,01,01,TRBD1*01,TRBD1*01
HG02061,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
HG02061,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
HG02061,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
HG02061,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
HG02061,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
HG02061,TRBJ1-6,01,02,TRBJ1-6*02,TRBJ1-6*01
HG02061,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
HG02061,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
HG02061,TRBV30,N_186,01,TRBV30*03,TRBV30*01
NA18956,TRAV1-1,01,01,TRAV1-1*01,TRAV1-1*01
NA18956,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
NA18956,TRAV2,01,01,TRAV2*01,TRAV2*01
NA18956,TRAV3,01,01,TRAV3*01,TRAV3*01
NA18956,TRAV4,01,01,TRAV4*01,TRAV4*01
NA18956,TRAV5,01,01,TRAV5*01,TRAV5*01
NA18956,TRAV6,02,02,TRAV6*02,TRAV6*02
NA18956,TRAV7,01,01,TRAV7*01,TRAV7*01
NA18956,TRAV8-1,01,01,TRAV8-1*01,TRAV8-1*01
NA18956,TRAV9-1,01,01,TRAV9-1*01,TRAV9-1*01
NA18956,TRAV10,01,01,TRAV10*01,TRAV10*01
NA18956,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
NA18956,TRAV8-2,01,N_165,TRAV8-2*03,TRAV8-2*01
NA18956,TRAV8-3,01,02,TRAV8-3*02,TRAV8-3*01
NA18956,TRAV13-1,02,02,TRAV13-1*02,TRAV13-1*02
NA18956,TRAV12-2,01,03,TRAV12-2*03,TRAV12-2*01
NA18956,TRAV8-4,01,N_167,TRAV8-4*01,TRAV8-4*01
NA18956,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
NA18956,TRAV9-2,01,01,TRAV9-2*01,TRAV9-2*01
NA18956,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
NA18956,TRAV8-6,02,02,TRAV8-6*02,TRAV8-6*02
NA18956,TRAV16,01,01,TRAV16*01,TRAV16*01
NA18956,TRAV17,01,01,TRAV17*01,TRAV17*01
NA18956,TRAV18,01,01,TRAV18*01,TRAV18*01
NA18956,TRAV19,01,01,TRAV19*01,TRAV19*01
NA18956,TRAV20,02,02,TRAV20*02,TRAV20*02
NA18956,TRAV21,02,02,TRAV21*02,TRAV21*02
NA18956,TRAV22,01,01,TRAV22*01,TRAV22*01
NA18956,TRAV24,01,01,TRAV24*01,TRAV24*01
NA18956,TRAV25,01,01,TRAV25*01,TRAV25*01
NA18956,TRAV26-1,01,02,TRAV26-1*02,TRAV26-1*01
NA18956,TRAV8-7,01,02,TRAV8-7*02,TRAV8-7*01
NA18956,TRAV27,01,N_108,TRAV27*01,TRAV27*01
NA18956,TRAV30,01,N_188,TRAV30*01,TRAV30*05
NA18956,TRAV26-2,01,01,TRAV26-2*01,TRAV26-2*01
NA18956,TRAV34,01,01,TRAV34*01,TRAV34*01
NA18956,TRAV38-1,01,01,TRAV38-1*01,TRAV38-1*01
NA18956,TRAV39,01,01,TRAV39*01,TRAV39*01
NA18956,TRAV40,01,01,TRAV40*01,TRAV40*01
NA18956,TRAV41,01,01,TRAV41*01,TRAV41*01
NA18956,TRDV2,01,01,TRDV2*01,TRDV2*01
NA18956,TRDD1,01,01,TRDD1*01,TRDD1*01
NA18956,TRDD2,01,01,TRDD2*01,TRDD2*01
NA18956,TRDD3,01,01,TRDD3*01,TRDD3*01
NA18956,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
NA18956,TRDJ4,01,01,TRDJ4*01,TRDJ4*01
NA18956,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
NA18956,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
NA18956,TRDV3,01,01,TRDV3*01,TRDV3*01
NA18956,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
NA18956,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
NA18956,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
NA18956,TRAJ57,M_13,M_13,TRAJ57*01,TRAJ57*01
NA18956,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
NA18956,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
NA18956,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
NA18956,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
NA18956,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
NA18956,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
NA18956,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
NA18956,TRAJ47,01,01,TRAJ47*01,TRAJ47*01
NA18956,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
NA18956,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
NA18956,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
NA18956,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
NA18956,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
NA18956,TRAJ41,01,01,TRAJ41*01,TRAJ41*01
NA18956,TRAJ40,01,01,TRAJ40*01,TRAJ40*01
NA18956,TRAJ39,01,01,TRAJ39*01,TRAJ39*01
NA18956,TRAJ38,01,01,TRAJ38*01,TRAJ38*01
NA18956,TRAJ37,01,02,TRAJ37*01,TRAJ37*02
NA18956,TRAJ36,01,01,TRAJ36*01,TRAJ36*01
NA18956,TRAJ35,01,01,TRAJ35*01,TRAJ35*01
NA18956,TRAJ34,01,01,TRAJ34*01,TRAJ34*01
NA18956,TRAJ33,01,01,TRAJ33*01,TRAJ33*01
NA18956,TRAJ32,02,02,TRAJ32*02,TRAJ32*02
NA18956,TRAJ31,01,01,TRAJ31*01,TRAJ31*01
NA18956,TRAJ30,01,01,TRAJ30*01,TRAJ30*01
NA18956,TRAJ29,01,01,TRAJ29*01,TRAJ29*01
NA18956,TRAJ28,01,01,TRAJ28*01,TRAJ28*01
NA18956,TRAJ27,01,01,TRAJ27*01,TRAJ27*01
NA18956,TRAJ26,01,01,TRAJ26*01,TRAJ26*01
NA18956,TRAJ25,01,01,TRAJ25*01,TRAJ25*01
NA18956,TRAJ24,02,02,TRAJ24*02,TRAJ24*02
NA18956,TRAJ23,01,01,TRAJ23*01,TRAJ23*01
NA18956,TRAJ22,01,01,TRAJ22*01,TRAJ22*01
NA18956,TRAJ21,01,01,TRAJ21*01,TRAJ21*01
NA18956,TRAJ20,01,01,TRAJ20*01,TRAJ20*01
NA18956,TRAJ19,01,01,TRAJ19*01,TRAJ19*01
NA18956,TRAJ18,01,01,TRAJ18*01,TRAJ18*01
NA18956,TRAJ17,01,01,TRAJ17*01,TRAJ17*01
NA18956,TRAJ16,02,02,TRAJ16*02,TRAJ16*02
NA18956,TRAJ14,01,01,TRAJ14*01,TRAJ14*01
NA18956,TRAJ13,02,02,TRAJ13*02,TRAJ13*02
NA18956,TRAJ12,01,01,TRAJ12*01,TRAJ12*01
NA18956,TRAJ11,01,01,TRAJ11*01,TRAJ11*01
NA18956,TRAJ10,01,01,TRAJ10*01,TRAJ10*01
NA18956,TRAJ9,01,01,TRAJ9*01,TRAJ9*01
NA18956,TRAJ7,01,01,TRAJ7*01,TRAJ7*01
NA18956,TRAJ6,01,01,TRAJ6*01,TRAJ6*01
NA18956,TRAJ5,01,M_10,TRAJ5*01,TRAJ5*01
NA18956,TRAJ4,01,01,TRAJ4*01,TRAJ4*01
NA18956,TRAJ3,01,01,TRAJ3*01,TRAJ3*01
NA18956,TRAJ2,01,01,TRAJ2*01,TRAJ2*01
NA18956,TRAJ1,01,01,TRAJ1*01,TRAJ1*01
NA18956,TRBV2,01,01,TRBV2*01,TRBV2*01
NA18956,TRBV3-1,01,01,TRBV3-1*01,TRBV3-1*01
NA18956,TRBV4-1,01,01,TRBV4-1*01,TRBV4-1*01
NA18956,TRBV5-1,01,01,TRBV5-1*01,TRBV5-1*01
NA18956,TRBV6-1,01,01,TRBV6-1*01,TRBV6-1*01
NA18956,TRBV7-1,01,01,TRBV7-1*01,TRBV7-1*01
NA18956,TRBV4-2,01,01,TRBV4-2*01,TRBV4-2*01
NA18956,TRBV6-2,01,01,TRBV6-2*01,TRBV6-2*01
NA18956,TRBV7-2,02,02,TRBV7-2*02,TRBV7-2*02
NA18956,TRBV6-4,01,01,TRBV6-4*01,TRBV6-4*01
NA18956,TRBV7-3,01,01,TRBV7-3*01,TRBV7-3*01
NA18956,TRBV5-3,01,01,TRBV5-3*01,TRBV5-3*01
NA18956,TRBV9,01,01,TRBV9*01,TRBV9*01
NA18956,TRBV10-1,01,01,TRBV10-1*01,TRBV10-1*01
NA18956,TRBV11-1,01,01,TRBV11-1*01,TRBV11-1*01
NA18956,TRBV10-2,01,01,TRBV10-2*01,TRBV10-2*01
NA18956,TRBV11-2,01,01,TRBV11-2*01,TRBV11-2*01
NA18956,TRBV6-5,01,01,TRBV6-5*01,TRBV6-5*01
NA18956,TRBV7-4,01,01,TRBV7-4*01,TRBV7-4*01
NA18956,TRBV5-4,01,01,TRBV5-4*01,TRBV5-4*01
NA18956,TRBV6-6,01,01,TRBV6-6*01,TRBV6-6*01
NA18956,TRBV5-5,02,02,TRBV5-5*02,TRBV5-5*02
NA18956,TRBV6-7,01,N_193,TRBV6-7*01,TRBV6-7*01
NA18956,TRBV7-6,01,01,TRBV7-6*01,TRBV7-6*01
NA18956,TRBV5-6,01,01,TRBV5-6*01,TRBV5-6*01
NA18956,TRBV6-8,01,01,TRBV6-8*01,TRBV6-8*01
NA18956,TRBV7-7,01,01,TRBV7-7*01,TRBV7-7*01
NA18956,TRBV5-7,01,01,TRBV5-7*01,TRBV5-7*01
NA18956,TRBV7-9,03,03,TRBV7-9*03,TRBV7-9*03
NA18956,TRBV13,01,01,TRBV13*01,TRBV13*01
NA18956,TRBV10-3,02,03,TRBV10-3*03,TRBV10-3*02
NA18956,TRBV11-3,01,04,TRBV11-3*04,TRBV11-3*01
NA18956,TRBV12-3,01,01,TRBV12-3*01,TRBV12-3*01
NA18956,TRBV12-4,01,N_159,TRBV12-4*01,TRBV12-4*01
NA18956,TRBV12-5,01,N_160,TRBV12-5*01,TRBV12-5*01
NA18956,TRBV14,01,01,TRBV14*01,TRBV14*01
NA18956,TRBV15,02,02,TRBV15*02,TRBV15*02
NA18956,TRBV16,01,01,TRBV16*01,TRBV16*01
NA18956,TRBV17,01,01,TRBV17*01,TRBV17*01
NA18956,TRBV18,01,01,TRBV18*01,TRBV18*01
NA18956,TRBV19,01,01,TRBV19*01,TRBV19*01
NA18956,TRBV20-1,01,01,TRBV20-1*01,TRBV20-1*02
NA18956,TRBV23-1,01,01,TRBV23-1*01,TRBV23-1*01
NA18956,TRBV24-1,01,01,TRBV24-1*01,TRBV24-1*01
NA18956,TRBV25-1,01,01,TRBV25-1*01,TRBV25-1*01
NA18956,TRBV27,01,01,TRBV27*01,TRBV27*01
NA18956,TRBV28,01,01,TRBV28*01,TRBV28*01
NA18956,TRBV29-1,01,01,TRBV29-1*01,TRBV29-1*01
NA18956,TRBD1,01,01,TRBD1*01,TRBD1*01
NA18956,TRBJ1-1,01,01,TRBJ1-1*01,TRBJ1-1*01
NA18956,TRBJ1-2,01,01,TRBJ1-2*01,TRBJ1-2*01
NA18956,TRBJ1-3,01,01,TRBJ1-3*01,TRBJ1-3*01
NA18956,TRBJ1-4,01,01,TRBJ1-4*01,TRBJ1-4*01
NA18956,TRBJ1-5,01,01,TRBJ1-5*01,TRBJ1-5*01
NA18956,TRBJ1-6,01,02,TRBJ1-6*01,TRBJ1-6*02
NA18956,TRBJ2-1,01,01,TRBJ2-1*01,TRBJ2-1*01
NA18956,TRBJ2-2,01,01,TRBJ2-2*01,TRBJ2-2*01
NA18956,TRBV30,N_186,01,TRBV30*01,TRBV30*03
NA18517,TRAV1-1,01,01,TRAV1-1*01,TRAV1-1*01
NA18517,TRAV1-2,01,01,TRAV1-2*01,TRAV1-2*01
NA18517,TRAV2,01,01,TRAV2*01,TRAV2*01
NA18517,TRAV3,01,01,TRAV3*01,TRAV3*01
NA18517,TRAV4,01,01,TRAV4*01,TRAV4*01
NA18517,TRAV5,01,01,TRAV5*01,TRAV5*01
NA18517,TRAV6,02,02,TRAV6*02,TRAV6*02
NA18517,TRAV7,01,01,TRAV7*01,TRAV7*01
NA18517,TRAV8-1,01,M_15,TRAV8-1*01,TRAV8-1*01
NA18517,TRAV9-1,N_206,N_206,TRAV9-1*01,TRAV9-1*01
NA18517,TRAV10,N_207,N_207,TRAV10*01,TRAV10*01
NA18517,TRAV12-1,01,01,TRAV12-1*01,TRAV12-1*01
NA18517,TRAV8-2,01,01,TRAV8-2*01,TRAV8-2*01
NA18517,TRAV8-3,01,01,TRAV8-3*01,TRAV8-3*01
NA18517,TRAV13-1,02,02,TRAV13-1*02,TRAV13-1*02
NA18517,TRAV12-2,03,N_208,TRAV12-2*03,TRAV12-2*01
NA18517,TRAV8-4,N_167,N_209,TRAV8-4*01,TRAV8-4*01
NA18517,TRAV13-2,01,01,TRAV13-2*01,TRAV13-2*01
NA18517,TRAV9-2,01,01,TRAV9-2*01,TRAV9-2*01
NA18517,TRAV12-3,01,01,TRAV12-3*01,TRAV12-3*01
NA18517,TRAV8-6,02,02,TRAV8-6*02,TRAV8-6*02
NA18517,TRAV16,01,01,TRAV16*01,TRAV16*01
NA18517,TRAV17,01,01,TRAV17*01,TRAV17*01
NA18517,TRAV18,01,01,TRAV18*01,TRAV18*01
NA18517,TRAV19,01,01,TRAV19*01,TRAV19*01
NA18517,TRAV20,02,02,TRAV20*02,TRAV20*02
NA18517,TRAV21,01,01,TRAV21*01,TRAV21*01
NA18517,TRAV22,01,01,TRAV22*01,TRAV22*01
NA18517,TRAV24,01,01,TRAV24*01,TRAV24*01
NA18517,TRAV25,01,01,TRAV25*01,TRAV25*01
NA18517,TRAV26-1,01,01,TRAV26-1*01,TRAV26-1*01
NA18517,TRAV8-7,01,01,TRAV8-7*01,TRAV8-7*01
NA18517,TRAV27,01,03,TRAV27*03,TRAV27*01
NA18517,TRAV30,01,01,TRAV30*01,TRAV30*01
NA18517,TRAV26-2,01,01,TRAV26-2*01,TRAV26-2*01
NA18517,TRAV34,01,01,TRAV34*01,TRAV34*01
NA18517,TRAV38-1,01,03,TRAV38-1*03,TRAV38-1*01
NA18517,TRAV39,01,01,TRAV39*01,TRAV39*01
NA18517,TRAV40,01,01,TRAV40*01,TRAV40*01
NA18517,TRAV41,01,01,TRAV41*01,TRAV41*01
NA18517,TRDV2,03,03,TRDV2*03,TRDV2*03
NA18517,TRDD1,01,01,TRDD1*01,TRDD1*01
NA18517,TRDD2,01,01,TRDD2*01,TRDD2*01
NA18517,TRDD3,01,01,TRDD3*01,TRDD3*01
NA18517,TRDJ1,01,01,TRDJ1*01,TRDJ1*01
NA18517,TRDJ4,01,M_1,TRDJ4*01,TRDJ4*01
NA18517,TRDJ2,01,01,TRDJ2*01,TRDJ2*01
NA18517,TRDJ3,01,01,TRDJ3*01,TRDJ3*01
NA18517,TRDV3,01,01,TRDV3*01,TRDV3*01
NA18517,TRAJ61,01,01,TRAJ61*01,TRAJ61*01
NA18517,TRAJ59,01,01,TRAJ59*01,TRAJ59*01
NA18517,TRAJ58,01,01,TRAJ58*01,TRAJ58*01
NA18517,TRAJ57,01,01,TRAJ57*01,TRAJ57*01
NA18517,TRAJ56,01,01,TRAJ56*01,TRAJ56*01
NA18517,TRAJ54,01,01,TRAJ54*01,TRAJ54*01
NA18517,TRAJ53,01,01,TRAJ53*01,TRAJ53*01
NA18517,TRAJ52,01,01,TRAJ52*01,TRAJ52*01
NA18517,TRAJ50,01,01,TRAJ50*01,TRAJ50*01
NA18517,TRAJ49,01,01,TRAJ49*01,TRAJ49*01
NA18517,TRAJ48,01,01,TRAJ48*01,TRAJ48*01
NA18517,TRAJ47,02,02,TRAJ47*02,TRAJ47*02
NA18517,TRAJ46,01,01,TRAJ46*01,TRAJ46*01
NA18517,TRAJ45,01,01,TRAJ45*01,TRAJ45*01
NA18517,TRAJ44,01,01,TRAJ44*01,TRAJ44*01
NA18517,TRAJ43,01,01,TRAJ43*01,TRAJ43*01
NA18517,TRAJ42,01,01,TRAJ42*01,TRAJ42*01
