Sample1,Sample2,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DPB2,HLA-DQA1,HLA-DQB1,HLA-DRB1,HLA-DQA2
HG01073,NA21099,101.0,104.0,2.0,4.0,64.0,9438.0,160.0,299.0,176.0,4035.0
HG01073,HG03941,100.0,51.0,38.0,2.0,25.0,9443.0,496.0,298.0,0.0,23.0
HG01073,HG03977,5.0,51.0,37.0,9.0,36.0,9986.0,158.0,287.0,176.0,54.0
HG01073,NA21111,54.0,82.0,64.0,3.0,43.0,9446.0,497.0,6.0,0.0,27.0
HG01073,NA21110,5.0,104.0,27.0,2.0,12.0,9548.0,502.0,323.0,0.0,27.0
HG01073,HG03009,8.0,91.0,33.0,2.0,8.0,9888.0,497.0,287.0,38.0,35.0
HG01073,NA20899,1.0,91.0,34.0,10.0,28.0,9445.0,0.0,0.0,164.0,53.0
HG01187,HG01136,1.0,107.0,61.0,5.0,40.0,559.0,5.0,1.0,450.0,0.0
HG01187,HG01058,71.0,81.0,0.0,3.0,78.0,194.0,10.0,0.0,445.0,41.0
HG01187,HG02274,3.0,84.0,53.0,25.0,39.0,178.0,92.0,2.0,217.0,0.0
HG01187,HG02292,0.0,101.0,53.0,2.0,0.0,126.0,158.0,110.0,1541.0,0.0
HG01187,HG01341,2.0,80.0,32.0,0.0,0.0,180.0,91.0,149.0,1342.0,3.0
HG01187,NA19774,2.0,58.0,54.0,2.0,3.0,556.0,158.0,110.0,234.0,37.0
HG01187,HG00583,40.0,83.0,53.0,11.0,24.0,48.0,4.0,0.0,239.0,0.0
HG01187,HG02178,2.0,93.0,54.0,20.0,110.0,644.0,179.0,99.0,178.0,5.0
HG01187,HG02017,28.0,42.0,0.0,21.0,106.0,212.0,158.0,111.0,257.0,5.0
HG01187,NA18971,4.0,50.0,72.0,20.0,105.0,571.0,163.0,99.0,218.0,0.0
HG01187,HG01597,4.0,83.0,149.0,20.0,36.0,50.0,311.0,5.0,0.0,43.0
HG01187,HG00634,2.0,111.0,149.0,4.0,126.0,443.0,164.0,100.0,390.0,961.0
HG01187,HG00844,4.0,91.0,10.0,20.0,32.0,50.0,310.0,6.0,257.0,2.0
HG01187,NA18980,2.0,83.0,72.0,11.0,32.0,49.0,310.0,4.0,431.0,5084.0
HG01187,HG00596,1.0,83.0,62.0,11.0,27.0,48.0,4.0,0.0,217.0,0.0
HG01187,HG00607,64.0,64.0,69.0,12.0,23.0,48.0,496.0,443.0,265.0,3.0
HG01187,NA20801,1.0,1.0,3.0,21.0,39.0,562.0,6.0,322.0,236.0,26.0
HG01187,HG01776,1.0,53.0,2.0,58.0,121.0,11.0,3.0,96.0,510.0,1.0
HG01187,HG00325,30.0,102.0,60.0,3.0,41.0,193.0,306.0,164.0,257.0,5200.0
HG01187,HG02223,96.0,83.0,71.0,0.0,0.0,47.0,8.0,0.0,438.0,1.0
HG01187,HG00313,40.0,109.0,60.0,3.0,40.0,195.0,158.0,112.0,1557.0,3.0
HG01187,HG01506,4.0,114.0,3.0,4.0,5.0,556.0,316.0,164.0,0.0,5.0
HG01187,HG00148,1.0,0.0,1.0,1.0,11.0,159.0,175.0,2.0,456.0,19.0
HG01187,HG02239,2.0,79.0,71.0,2.0,24.0,556.0,0.0,1.0,171.0,2.0
HG01187,HG00338,32.0,1.0,1.0,12.0,25.0,152.0,504.0,428.0,262.0,3.0
HG01187,HG00255,2.0,7.0,33.0,4.0,0.0,562.0,1.0,164.0,409.0,2.0
HG01187,HG03882,6.0,57.0,8.0,11.0,23.0,48.0,320.0,5.0,0.0,23.0
HG01187,HG04039,1.0,85.0,8.0,2.0,0.0,557.0,322.0,5.0,278.0,12853.0
HG01187,HG03904,2.0,42.0,0.0,11.0,27.0,48.0,0.0,193.0,256.0,10663.0
HG01187,NA21099,2.0,108.0,31.0,20.0,106.0,560.0,160.0,110.0,170.0,21.0
HG01187,HG03941,1.0,53.0,33.0,0.0,21.0,249.0,496.0,437.0,0.0,12.0
HG01187,HG03977,96.0,53.0,32.0,11.0,32.0,48.0,158.0,112.0,253.0,0.0
HG01187,NA21111,29.0,82.0,55.0,24.0,39.0,177.0,91.0,320.0,0.0,14.0
HG01187,NA21110,81.0,109.0,15.0,0.0,8.0,49.0,10.0,2.0,0.0,1.0
HG01187,HG03009,93.0,42.0,0.0,1.0,4.0,168.0,322.0,5.0,0.0,824.0
HG01187,NA20899,2.0,42.0,1.0,12.0,24.0,153.0,0.0,114.0,412.0,5.0
HG01136,HG01058,100.0,96.0,62.0,0.0,35.0,465.0,7.0,1.0,71.0,42.0
HG01136,HG02274,82.0,79.0,41.0,1.0,1.0,0.0,89.0,3.0,105.0,4000.0
HG01136,HG02292,82.0,4.0,1.0,3.0,25.0,520.0,537.0,430.0,136.0,40.0
HG01136,HG01341,60.0,23.0,64.0,4.0,0.0,0.0,88.0,321.0,120.0,4041.0
HG01136,NA19774,1.0,25.0,42.0,3.0,43.0,9.0,68.0,391.0,413.0,3.0
HG01136,HG00583,39.0,62.0,41.0,10.0,24.0,563.0,9.0,1.0,105.0,61.0
HG01136,HG02178,1.0,22.0,42.0,362.0,57.0,102.0,55.0,391.0,401.0,15.0
HG01136,HG02017,27.0,90.0,59.0,370.0,55.0,485.0,47.0,401.0,1554.0,8.0
HG01136,NA18971,84.0,104.0,62.0,369.0,56.0,26.0,86.0,427.0,160.0,0.0
HG01136,HG01597,19.0,102.0,160.0,369.0,50.0,565.0,308.0,6.0,0.0,2.0
HG01136,HG00634,1.0,104.0,160.0,5.0,31.0,580.0,56.0,427.0,260.0,2.0
HG01136,HG00844,84.0,62.0,59.0,369.0,46.0,31.0,44.0,7.0,144.0,2.0
HG01136,NA18980,1.0,74.0,62.0,10.0,16.0,29.0,55.0,5.0,336.0,2.0
HG01136,HG00596,0.0,84.0,1.0,10.0,27.0,24.0,9.0,1.0,108.0,3992.0
HG01136,HG00607,43.0,51.0,62.0,11.0,23.0,563.0,39.0,44.0,773.0,11.0
HG01136,NA20801,81.0,63.0,61.0,0.0,1.0,0.0,58.0,323.0,432.0,28.0
HG01136,HG01776,1.0,105.0,64.0,360.0,31.0,516.0,46.0,401.0,531.0,4004.0
HG01136,HG00325,38.0,0.0,1.0,1.0,3.0,464.0,58.0,391.0,325.0,2.0
HG01136,HG02223,95.0,124.0,61.0,5.0,40.0,462.0,13.0,1.0,96.0,1.0
HG01136,HG00313,39.0,1.0,1.0,0.0,0.0,7.0,58.0,391.0,136.0,3.0
HG01136,HG01506,24.0,22.0,65.0,1.0,2.0,7.0,40.0,45.0,0.0,9.0
HG01136,HG00148,0.0,107.0,61.0,6.0,32.0,465.0,2.0,1.0,8.0,36.0
HG01136,HG02239,1.0,93.0,61.0,3.0,62.0,9.0,5.0,2.0,228.0,63.0
HG01136,HG00338,39.0,0.0,1.0,0.0,25.0,8.0,59.0,43.0,68.0,4009.0
HG01136,HG00255,25.0,103.0,68.0,2.0,1.0,0.0,304.0,392.0,325.0,2.0
HG01136,HG03882,86.0,19.0,57.0,10.0,23.0,563.0,65.0,6.0,0.0,1.0
HG01136,HG04039,0.0,21.0,57.0,3.0,25.0,4.0,64.0,6.0,2396.0,0.0
HG01136,HG03904,1.0,90.0,61.0,1.0,2.0,2.0,59.0,391.0,432.0,2446.0
HG01136,NA21099,1.0,22.0,66.0,363.0,55.0,17.0,64.0,430.0,164.0,4017.0
HG01136,HG03941,0.0,0.0,2.0,5.0,51.0,15.0,41.0,400.0,0.0,25.0
HG01136,HG03977,95.0,13.0,1.0,10.0,16.0,563.0,79.0,399.0,170.0,0.0
HG01136,NA21111,57.0,73.0,16.0,0.0,1.0,2.0,44.0,321.0,0.0,19.0
HG01136,NA21110,1.0,4.0,1.0,5.0,24.0,123.0,7.0,3.0,0.0,25.0
HG01136,HG03009,92.0,90.0,61.0,6.0,26.0,465.0,56.0,6.0,0.0,0.0
HG01136,NA20899,1.0,90.0,62.0,1.0,1.0,1.0,505.0,323.0,136.0,5.0
HG01058,HG02274,71.0,59.0,54.0,24.0,34.0,174.0,9.0,2.0,78.0,41.0
HG01058,HG02292,71.0,73.0,54.0,1.0,34.0,10.0,0.0,0.0,22.0,10.0
HG01058,HG01341,69.0,12.0,32.0,3.0,78.0,28.0,6.0,44.0,27.0,40.0
HG01058,NA19774,71.0,96.0,55.0,1.0,81.0,13.0,0.0,0.0,526.0,34.0
HG01058,HG00583,5.0,74.0,54.0,10.0,72.0,210.0,0.0,0.0,70.0,34.0
HG01058,HG02178,101.0,72.0,55.0,362.0,62.0,551.0,29.0,18.0,447.0,38.0
HG01058,HG02017,96.0,95.0,1.0,370.0,58.0,13.0,0.0,1.0,27.0,40.0
HG01058,NA18971,5.0,87.0,73.0,369.0,57.0,478.0,9.0,18.0,133.0,39.0
HG01058,HG01597,71.0,74.0,150.0,369.0,72.0,111.0,301.0,5.0,0.0,2.0
HG01058,HG00634,6.0,113.0,150.0,1.0,4.0,134.0,10.0,19.0,240.0,40.0
HG01058,HG00844,71.0,93.0,11.0,369.0,58.0,212.0,300.0,6.0,154.0,39.0
HG01058,NA18980,101.0,74.0,73.0,10.0,55.0,211.0,300.0,4.0,313.0,41.0
HG01058,HG00596,5.0,62.0,63.0,10.0,58.0,210.0,10.0,0.0,72.0,39.0
HG01058,HG00607,83.0,74.0,70.0,11.0,73.0,210.0,527.0,410.0,759.0,40.0
HG01058,NA20801,70.0,82.0,3.0,23.0,58.0,469.0,164.0,322.0,245.0,54.0
HG01058,HG01776,70.0,81.0,2.0,360.0,36.0,170.0,161.0,19.0,154.0,40.0
HG01058,HG00325,49.0,85.0,61.0,0.0,3.0,1.0,296.0,70.0,267.0,40.0
HG01058,HG02223,5.0,74.0,72.0,3.0,78.0,67.0,18.0,0.0,56.0,11.0
HG01058,HG00313,96.0,97.0,61.0,0.0,4.0,1.0,0.0,2.0,43.0,14.0
HG01058,HG01506,72.0,99.0,3.0,3.0,75.0,464.0,306.0,70.0,0.0,40.0
HG01058,HG00148,70.0,73.0,1.0,2.0,3.0,0.0,21.0,2.0,33.0,11.0
HG01058,HG02239,101.0,11.0,72.0,1.0,63.0,464.0,0.0,1.0,170.0,34.0
HG01058,HG00338,51.0,82.0,1.0,11.0,75.0,170.0,527.0,400.0,36.0,39.0
HG01058,HG00255,71.0,80.0,34.0,3.0,78.0,10.0,159.0,70.0,266.0,29.0
HG01058,HG03882,6.0,83.0,9.0,10.0,75.0,210.0,310.0,5.0,0.0,6.0
HG01058,HG04039,48.0,61.0,8.0,1.0,34.0,463.0,312.0,5.0,1578.0,38.0
HG01058,HG03904,49.0,95.0,1.0,10.0,73.0,210.0,158.0,167.0,453.0,42.0
HG01058,NA21099,61.0,97.0,32.0,363.0,58.0,465.0,2.0,0.0,152.0,1.0
HG01058,HG03941,100.0,81.0,33.0,3.0,77.0,98.0,528.0,409.0,0.0,1.0
HG01058,HG03977,5.0,81.0,32.0,10.0,78.0,210.0,0.0,2.0,145.0,38.0
HG01058,NA21111,48.0,96.0,56.0,23.0,36.0,173.0,83.0,320.0,0.0,43.0
HG01058,NA21110,5.0,93.0,16.0,3.0,76.0,211.0,2.0,2.0,0.0,7.0
HG01058,HG03009,8.0,95.0,1.0,4.0,35.0,70.0,312.0,5.0,0.0,39.0
HG01058,NA20899,96.0,95.0,2.0,11.0,76.0,171.0,0.0,4.0,453.0,33.0
HG02274,HG02292,3.0,19.0,0.0,23.0,0.0,127.0,9.0,19.0,142.0,0.0
HG02274,HG01341,2.0,65.0,57.0,3.0,1.0,0.0,3.0,57.0,23.0,3.0
HG02274,NA19774,3.0,84.0,1.0,23.0,42.0,18.0,9.0,19.0,330.0,3.0
HG02274,HG00583,139.0,88.0,0.0,30.0,23.0,178.0,9.0,2.0,72.0,2001.0
HG02274,HG02178,146.0,15.0,1.0,170.0,54.0,104.0,20.0,1.0,176.0,4005.0
HG02274,HG02017,139.0,76.0,49.0,223.0,50.0,190.0,9.0,20.0,173.0,4005.0
HG02274,NA18971,4.0,85.0,55.0,222.0,49.0,26.0,0.0,1.0,3.0,4000.0
HG02274,HG01597,4.0,88.0,155.0,222.0,49.0,180.0,259.0,5.0,0.0,2.0
HG02274,HG00634,143.0,114.0,155.0,25.0,32.0,426.0,1.0,2.0,275.0,2.0
HG02274,HG00844,4.0,85.0,49.0,222.0,45.0,33.0,258.0,6.0,173.0,2.0
HG02274,NA18980,86.0,84.0,55.0,30.0,15.0,31.0,258.0,4.0,357.0,2.0
HG02274,HG00596,142.0,5.0,40.0,30.0,26.0,24.0,1.0,1.0,4.0,0.0
HG02274,HG00607,64.0,72.0,56.0,31.0,22.0,178.0,411.0,405.0,192.0,4003.0
HG02274,NA20801,1.0,71.0,56.0,1.0,0.0,0.0,169.0,323.0,226.0,4042.0
HG02274,HG01776,1.0,86.0,57.0,167.0,6.0,124.0,166.0,4.0,173.0,1.0
HG02274,HG00325,30.0,64.0,42.0,2.0,2.0,173.0,256.0,72.0,247.0,2.0
HG02274,HG02223,136.0,88.0,54.0,25.0,39.0,169.0,100.0,2.0,56.0,4001.0
HG02274,HG00313,139.0,80.0,42.0,1.0,1.0,7.0,9.0,21.0,142.0,3.0
HG02274,HG01506,1.0,83.0,57.0,2.0,1.0,7.0,266.0,72.0,0.0,4005.0
HG02274,HG00148,1.0,89.0,54.0,26.0,31.0,174.0,28.0,0.0,102.0,37.0
HG02274,HG02239,87.0,64.0,54.0,23.0,47.0,18.0,9.0,3.0,171.0,1224.0
HG02274,HG00338,32.0,79.0,42.0,1.0,24.0,8.0,389.0,397.0,97.0,3.0
HG02274,HG00255,2.0,85.0,56.0,3.0,0.0,0.0,164.0,72.0,298.0,4002.0
HG02274,HG03882,6.0,84.0,51.0,30.0,22.0,178.0,268.0,5.0,0.0,1.0
HG02274,HG04039,29.0,17.0,49.0,23.0,0.0,20.0,270.0,5.0,281.0,0.0
HG02274,HG03904,30.0,76.0,53.0,2.0,1.0,2.0,163.0,157.0,408.0,2193.0
HG02274,NA21099,75.0,81.0,58.0,169.0,50.0,18.0,11.0,19.0,232.0,21.0
HG02274,HG03941,145.0,79.0,43.0,25.0,50.0,23.0,411.0,405.0,0.0,37.0
HG02274,HG03977,142.0,69.0,42.0,30.0,15.0,178.0,9.0,21.0,153.0,4000.0
HG02274,NA21111,29.0,85.0,44.0,1.0,0.0,2.0,3.0,321.0,0.0,4029.0
HG02274,NA21110,81.0,77.0,42.0,25.0,23.0,134.0,86.0,4.0,0.0,1.0
HG02274,HG03009,95.0,76.0,53.0,26.0,1.0,166.0,270.0,5.0,0.0,0.0
HG02274,NA20899,81.0,76.0,54.0,2.0,0.0,1.0,9.0,23.0,142.0,4005.0
HG02292,HG01341,2.0,32.0,57.0,2.0,0.0,154.0,6.0,44.0,28.0,6.0
HG02292,NA19774,3.0,34.0,1.0,0.0,3.0,3.0,0.0,0.0,230.0,1.0
HG02292,HG00583,139.0,63.0,0.0,9.0,24.0,98.0,0.0,1.0,1556.0,0.0
HG02292,HG02178,144.0,31.0,1.0,3.0,54.0,605.0,29.0,18.0,222.0,33.0
HG02292,HG02017,140.0,88.0,49.0,70.0,50.0,191.0,0.0,1.0,24.0,35.0
HG02292,NA18971,4.0,97.0,55.0,69.0,49.0,531.0,9.0,18.0,1549.0,34.0
HG02292,HG01597,4.0,101.0,155.0,69.0,36.0,100.0,758.0,500.0,28.0,2.0
HG02292,HG00634,143.0,102.0,155.0,2.0,32.0,136.0,10.0,19.0,141.0,2.0
HG02292,HG00844,4.0,63.0,49.0,69.0,32.0,100.0,532.0,409.0,145.0,2.0
HG02292,NA18980,88.0,77.0,55.0,9.0,32.0,99.0,528.0,410.0,53.0,2.0
HG02292,HG00596,142.0,24.0,2.0,9.0,27.0,98.0,10.0,18.0,1549.0,0.0
HG02292,HG00607,64.0,63.0,56.0,10.0,23.0,98.0,527.0,410.0,255.0,35.0
HG02292,NA20801,1.0,57.0,56.0,22.0,39.0,522.0,164.0,400.0,211.0,50.0
HG02292,HG01776,1.0,101.0,57.0,0.0,6.0,61.0,161.0,19.0,153.0,1.0
HG02292,HG00325,30.0,4.0,0.0,1.0,31.0,66.0,528.0,70.0,147.0,2.0
HG02292,HG02223,136.0,101.0,54.0,2.0,0.0,97.0,533.0,435.0,142.0,3.0
HG02292,HG00313,139.0,5.0,0.0,1.0,30.0,174.0,0.0,2.0,45.0,3.0
HG02292,HG01506,4.0,31.0,57.0,2.0,5.0,517.0,529.0,70.0,26.0,35.0
HG02292,HG00148,1.0,102.0,54.0,3.0,11.0,173.0,21.0,430.0,25.0,28.0
HG02292,HG02239,89.0,79.0,54.0,0.0,24.0,21.0,0.0,1.0,1554.0,1.0
HG02292,HG00338,32.0,4.0,0.0,10.0,25.0,128.0,527.0,400.0,140.0,3.0
HG02292,HG00255,2.0,101.0,56.0,2.0,0.0,85.0,159.0,70.0,147.0,34.0
HG02292,HG03882,6.0,25.0,51.0,9.0,23.0,98.0,532.0,410.0,32.0,1.0
HG02292,HG04039,29.0,30.0,49.0,0.0,0.0,517.0,533.0,410.0,257.0,0.0
HG02292,HG03904,30.0,88.0,53.0,9.0,27.0,98.0,158.0,167.0,247.0,0.0
HG02292,NA21099,75.0,31.0,58.0,2.0,50.0,520.0,2.0,0.0,177.0,11.0
HG02292,HG03941,144.0,4.0,3.0,2.0,21.0,225.0,528.0,409.0,27.0,1.0
HG02292,HG03977,142.0,17.0,2.0,9.0,32.0,98.0,0.0,2.0,151.0,33.0
HG02292,NA21111,29.0,78.0,15.0,1.0,4.0,128.0,535.0,411.0,33.0,38.0
HG02292,NA21110,81.0,8.0,2.0,2.0,8.0,99.0,533.0,410.0,29.0,1.0
HG02292,HG03009,95.0,88.0,53.0,0.0,1.0,107.0,523.0,402.0,8.0,0.0
HG02292,NA20899,81.0,88.0,54.0,10.0,24.0,129.0,0.0,4.0,2500.0,0.0
HG01341,NA19774,3.0,2.0,58.0,2.0,3.0,18.0,6.0,44.0,526.0,182.0
HG01341,HG00583,137.0,70.0,57.0,11.0,24.0,191.0,6.0,45.0,73.0,6.0
HG01341,HG02178,135.0,9.0,8.0,365.0,306.0,104.0,31.0,56.0,369.0,4035.0
HG01341,HG02017,138.0,89.0,29.0,371.0,302.0,38.0,6.0,45.0,36.0,4033.0
HG01341,NA18971,4.0,91.0,7.0,370.0,301.0,26.0,11.0,56.0,127.0,4032.0
HG01341,HG01597,4.0,80.0,8.0,370.0,36.0,193.0,258.0,321.0,0.0,6.0
HG01341,HG00634,135.0,107.0,8.0,4.0,310.0,280.0,12.0,57.0,150.0,6.0
HG01341,HG00844,4.0,70.0,29.0,370.0,32.0,33.0,257.0,296.0,153.0,3888.0
HG01341,NA18980,69.0,80.0,66.0,11.0,16.0,31.0,257.0,321.0,52.0,306.0
HG01341,HG00596,134.0,68.0,63.0,11.0,27.0,24.0,12.0,56.0,41.0,394.0
HG01341,HG00607,4.0,60.0,67.0,12.0,23.0,191.0,411.0,396.0,770.0,4033.0
HG01341,NA20801,1.0,71.0,0.0,4.0,1.0,0.0,168.0,285.0,276.0,4066.0
HG01341,HG01776,1.0,85.0,0.0,363.0,311.0,144.0,165.0,57.0,153.0,362.0
HG01341,HG00325,28.0,31.0,65.0,3.0,3.0,27.0,255.0,26.0,156.0,311.0
HG01341,HG02223,134.0,80.0,8.0,0.0,0.0,2.0,99.0,320.0,59.0,4043.0
HG01341,HG00313,137.0,32.0,9.0,3.0,0.0,7.0,6.0,46.0,49.0,7.0
HG01341,HG01506,3.0,5.0,35.0,4.0,2.0,7.0,265.0,26.0,0.0,4034.0
HG01341,HG00148,1.0,79.0,33.0,1.0,11.0,28.0,25.0,321.0,33.0,36.0
HG01341,HG02239,68.0,1.0,0.0,2.0,24.0,18.0,6.0,45.0,171.0,6.0
HG01341,HG00338,30.0,31.0,33.0,4.0,25.0,8.0,389.0,285.0,106.0,5.0
HG01341,HG00255,2.0,75.0,7.0,4.0,0.0,0.0,163.0,6.0,156.0,4044.0
HG01341,HG03882,6.0,11.0,0.0,11.0,23.0,191.0,267.0,321.0,0.0,23.0
HG01341,HG04039,27.0,10.0,27.0,2.0,0.0,20.0,269.0,321.0,1575.0,2.0
HG01341,HG03904,28.0,89.0,33.0,5.0,2.0,2.0,162.0,206.0,294.0,5.0
HG01341,NA21099,75.0,5.0,9.0,366.0,302.0,18.0,8.0,44.0,232.0,20.0
HG01341,HG03941,134.0,31.0,1.0,0.0,21.0,19.0,411.0,296.0,0.0,36.0
HG01341,HG03977,140.0,43.0,0.0,11.0,16.0,191.0,6.0,46.0,151.0,4033.0
HG01341,NA21111,4.0,77.0,7.0,4.0,1.0,2.0,0.0,397.0,0.0,4043.0
HG01341,NA21110,59.0,9.0,28.0,0.0,8.0,134.0,85.0,321.0,0.0,7.0
HG01341,HG03009,93.0,89.0,8.0,1.0,4.0,5.0,269.0,285.0,0.0,1.0
HG01341,NA20899,57.0,89.0,4.0,5.0,1.0,1.0,6.0,48.0,142.0,4047.0
NA19774,HG00583,40.0,72.0,1.0,9.0,27.0,560.0,0.0,1.0,172.0,2.0
NA19774,HG02178,2.0,11.0,2.0,363.0,327.0,104.0,29.0,3.0,206.0,16.0
NA19774,HG02017,28.0,96.0,50.0,371.0,323.0,484.0,0.0,1.0,179.0,7.0
NA19774,NA18971,1.0,26.0,1.0,370.0,322.0,26.0,9.0,18.0,274.0,3.0
NA19774,HG01597,5.0,84.0,156.0,370.0,39.0,106.0,389.0,500.0,0.0,31.0
NA19774,HG00634,2.0,107.0,156.0,2.0,313.0,139.0,10.0,19.0,275.0,36.0
NA19774,HG00844,5.0,72.0,1.0,370.0,35.0,33.0,69.0,27.0,179.0,35.0
NA19774,NA18980,2.0,80.0,1.0,9.0,35.0,31.0,83.0,410.0,298.0,37.0
NA19774,HG00596,1.0,84.0,2.0,9.0,30.0,24.0,10.0,18.0,274.0,356.0
NA19774,HG00607,61.0,60.0,2.0,10.0,26.0,560.0,65.0,395.0,30.0,14.0
NA19774,NA20801,2.0,59.0,57.0,22.0,42.0,18.0,17.0,0.0,172.0,35.0
NA19774,HG01776,2.0,30.0,58.0,361.0,330.0,513.0,71.0,19.0,176.0,350.0
NA19774,HG00325,28.0,33.0,8.0,1.0,44.0,17.0,17.0,0.0,36.0,34.0
NA19774,HG02223,96.0,84.0,2.0,2.0,3.0,459.0,76.0,395.0,189.0,2.0
NA19774,HG00313,40.0,34.0,43.0,1.0,43.0,25.0,0.0,0.0,172.0,0.0
NA19774,HG01506,4.0,7.0,58.0,2.0,8.0,1.0,65.0,70.0,0.0,8.0
NA19774,HG00148,1.0,58.0,2.0,3.0,14.0,464.0,21.0,390.0,420.0,2.0
NA19774,HG02239,2.0,84.0,2.0,0.0,27.0,0.0,0.0,1.0,173.0,1.0
NA19774,HG00338,30.0,33.0,43.0,9.0,26.0,26.0,18.0,0.0,235.0,0.0
NA19774,HG00255,3.0,54.0,57.0,2.0,3.0,3.0,159.0,70.0,556.0,1.0
NA19774,HG03882,7.0,13.0,52.0,9.0,24.0,560.0,84.0,410.0,0.0,7.0
NA19774,HG04039,1.0,12.0,50.0,0.0,3.0,7.0,83.0,410.0,147.0,34.0
NA19774,HG03904,2.0,1.0,54.0,9.0,30.0,20.0,18.0,0.0,307.0,2500.0
NA19774,NA21099,2.0,7.0,59.0,364.0,323.0,12.0,2.0,0.0,172.0,34.0
NA19774,HG03941,1.0,30.0,44.0,2.0,17.0,17.0,66.0,28.0,0.0,11.0
NA19774,HG03977,96.0,30.0,43.0,9.0,35.0,560.0,0.0,2.0,172.0,3.0
NA19774,NA21111,26.0,77.0,45.0,22.0,42.0,20.0,58.0,359.0,0.0,15.0
NA19774,NA21110,82.0,11.0,43.0,2.0,11.0,122.0,83.0,410.0,0.0,4.0
NA19774,HG03009,93.0,96.0,54.0,3.0,7.0,462.0,49.0,21.0,0.0,35.0
NA19774,NA20899,2.0,96.0,55.0,10.0,27.0,19.0,0.0,4.0,555.0,1.0
HG00583,HG02178,40.0,68.0,1.0,1.0,301.0,646.0,29.0,19.0,404.0,51.0
HG00583,HG02017,1.0,107.0,49.0,2.0,297.0,228.0,0.0,2.0,178.0,53.0
HG00583,NA18971,0.0,65.0,0.0,1.0,298.0,573.0,9.0,19.0,123.0,52.0
HG00583,HG01597,57.0,0.0,155.0,1.0,10.0,2.0,315.0,5.0,0.0,2.0
HG00583,HG00634,1.0,102.0,155.0,11.0,325.0,457.0,10.0,20.0,245.0,2.0
HG00583,HG00844,139.0,0.0,0.0,1.0,6.0,2.0,314.0,6.0,178.0,2.0
HG00583,NA18980,40.0,0.0,0.0,0.0,10.0,1.0,314.0,4.0,54.0,2.0
HG00583,HG00596,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,37.0,0.0
HG00583,HG00607,141.0,0.0,1.0,1.0,1.0,0.0,527.0,411.0,35.0,53.0
HG00583,NA20801,138.0,84.0,56.0,2.0,23.0,564.0,164.0,322.0,245.0,69.0
HG00583,HG01776,40.0,69.0,57.0,67.0,322.0,53.0,161.0,20.0,178.0,1.0
HG00583,HG00325,0.0,62.0,7.0,10.0,25.0,209.0,310.0,71.0,173.0,2.0
HG00583,HG02223,0.0,0.0,1.0,11.0,24.0,1.0,4.0,0.0,25.0,5.0
HG00583,HG00313,0.0,54.0,42.0,10.0,24.0,211.0,0.0,1.0,212.0,3.0
HG00583,HG01506,138.0,69.0,57.0,11.0,24.0,560.0,320.0,71.0,0.0,53.0
HG00583,HG00148,39.0,1.0,1.0,12.0,35.0,119.0,21.0,2.0,111.0,2.0
HG00583,HG02239,40.0,0.0,1.0,9.0,48.0,560.0,0.0,1.0,171.0,2.0
HG00583,HG00338,0.0,62.0,42.0,1.0,3.0,152.0,527.0,401.0,82.0,3.0
HG00583,HG00255,138.0,77.0,56.0,11.0,23.0,564.0,159.0,71.0,173.0,58.0
HG00583,HG03882,1.0,69.0,51.0,0.0,1.0,0.0,324.0,5.0,0.0,1.0
HG00583,HG04039,39.0,66.0,49.0,9.0,24.0,561.0,326.0,5.0,146.0,0.0
HG00583,HG03904,40.0,85.0,53.0,0.0,5.0,0.0,158.0,168.0,429.0,0.0
HG00583,NA21099,40.0,55.0,58.0,1.0,297.0,564.0,2.0,1.0,232.0,31.0
HG00583,HG03941,39.0,62.0,43.0,11.0,43.0,249.0,528.0,410.0,0.0,12.0
HG00583,HG03977,0.0,62.0,42.0,0.0,10.0,0.0,0.0,3.0,55.0,53.0
HG00583,NA21111,128.0,78.0,44.0,29.0,23.0,177.0,95.0,320.0,0.0,56.0
HG00583,NA21110,0.0,62.0,42.0,0.0,2.0,1.0,14.0,2.0,0.0,1.0
HG00583,HG03009,3.0,107.0,53.0,12.0,28.0,170.0,326.0,5.0,0.0,0.0
HG00583,NA20899,40.0,55.0,54.0,1.0,2.0,153.0,0.0,5.0,429.0,1.0
HG02178,HG02017,28.0,84.0,50.0,1.0,4.0,550.0,29.0,19.0,66.0,4.0
HG02178,NA18971,96.0,100.0,1.0,0.0,3.0,79.0,20.0,0.0,176.0,3.0
HG02178,HG01597,20.0,103.0,2.0,0.0,125.0,648.0,404.0,496.0,0.0,15.0
HG02178,HG00634,0.0,113.0,2.0,325.0,39.0,593.0,21.0,1.0,159.0,13.0
HG02178,HG00844,146.0,68.0,50.0,0.0,4.0,76.0,35.0,28.0,64.0,3.0
HG02178,NA18980,1.0,79.0,56.0,368.0,13.0,78.0,60.0,405.0,334.0,13.0
HG02178,HG00596,1.0,12.0,41.0,0.0,4.0,81.0,21.0,0.0,176.0,3995.0
HG02178,HG00607,138.0,63.0,57.0,1.0,310.0,646.0,38.0,395.0,244.0,4.0
HG02178,NA20801,145.0,76.0,8.0,1.0,4.0,82.0,29.0,3.0,218.0,38.0
